时间,设备ID,温度(℃),电压(V),直流加热,电源反接,成功,错误码
2026-05-21 11:13:45,1_1_0001,28,104,否,否,是,
2026-05-21 11:14:18,1_1_0010,28,104,否,否,是,
2026-05-21 11:14:20,1_1_0008,28,104,否,否,是,
2026-05-21 11:14:26,1_1_0005,28,104,否,否,是,
2026-05-21 11:14:30,1_1_0009,28,104,否,否,是,
2026-05-21 11:14:36,1_1_0007,28,104,否,否,是,
2026-05-21 11:14:44,1_1_0003,28,104,否,否,是,
2026-05-21 11:14:53,1_1_0006,28,104,否,否,是,
2026-05-21 11:15:09,1_1_0004,28,104,否,否,是,
2026-05-21 11:15:19,1_1_0002,28,104,否,否,是,
2026-05-21 11:15:34,1_1_0001,28,104,否,否,是,
2026-05-21 11:16:07,1_1_0010,28,104,否,否,是,
2026-05-21 11:16:07,1_1_0008,28,104,否,否,是,
2026-05-21 11:16:12,1_1_0005,28,104,否,否,是,
2026-05-21 11:16:16,1_1_0009,28,104,否,否,是,
2026-05-21 11:16:23,1_1_0007,28,104,否,否,是,
2026-05-21 11:16:33,1_1_0003,28,104,否,否,是,
2026-05-21 11:16:42,1_1_0006,28,104,否,否,是,
2026-05-21 11:16:53,1_1_0004,28,104,否,否,是,
2026-05-21 11:17:06,1_1_0002,28,104,否,否,是,
2026-05-21 11:17:17,1_1_0001,28,104,否,否,是,
2026-05-21 11:17:49,1_1_0010,28,104,否,否,是,
2026-05-21 11:17:50,1_1_0008,28,104,否,否,是,
2026-05-21 11:17:55,1_1_0005,28,104,否,否,是,
2026-05-21 11:17:59,1_1_0009,28,104,否,否,是,
2026-05-21 11:18:07,1_1_0007,28,104,否,否,是,
2026-05-21 11:18:15,1_1_0003,28,104,否,否,是,
2026-05-21 11:18:24,1_1_0006,28,104,否,否,是,
2026-05-21 11:18:36,1_1_0004,28,104,否,否,是,
2026-05-21 11:18:48,1_1_0002,28,104,否,否,是,
2026-05-21 11:19:00,1_1_0001,28,104,否,否,是,
2026-05-21 11:19:32,1_1_0010,28,104,否,否,是,
2026-05-21 11:19:33,1_1_0008,28,104,否,否,是,
2026-05-21 11:19:41,1_1_0005,28,104,否,否,是,
2026-05-21 11:19:44,1_1_0009,28,104,否,否,是,
2026-05-21 11:19:50,1_1_0007,28,104,否,否,是,
2026-05-21 11:19:58,1_1_0003,28,104,否,否,是,
2026-05-21 11:20:08,1_1_0006,28,104,否,否,是,
2026-05-21 11:20:18,1_1_0004,28,104,否,否,是,
2026-05-21 11:20:33,1_1_0002,28,104,否,否,是,
2026-05-21 11:20:44,1_1_0001,28,104,否,否,是,
2026-05-21 11:21:17,1_1_0010,28,104,否,否,是,
2026-05-21 11:21:17,1_1_0008,28,104,否,否,是,
2026-05-21 11:21:22,1_1_0005,28,104,否,否,是,
2026-05-21 11:21:27,1_1_0009,28,104,否,否,是,
2026-05-21 11:21:34,1_1_0007,28,104,否,否,是,
2026-05-21 11:21:39,1_1_0003,28,104,否,否,是,
2026-05-21 11:21:49,1_1_0006,28,104,否,否,是,
2026-05-21 11:21:59,1_1_0004,28,104,否,否,是,
2026-05-21 11:22:09,1_1_0002,28,104,否,否,是,
2026-05-21 11:22:22,1_1_0001,28,104,否,否,是,
2026-05-21 11:22:54,1_1_0010,28,104,否,否,是,
2026-05-21 11:22:56,1_1_0008,28,104,否,否,是,
2026-05-21 11:23:03,1_1_0005,28,104,否,否,是,
2026-05-21 11:23:06,1_1_0009,28,104,否,否,是,
2026-05-21 11:23:17,1_1_0007,28,104,否,否,是,
2026-05-21 11:23:24,1_1_0003,28,104,否,否,是,
2026-05-21 11:23:33,1_1_0006,28,104,否,否,是,
2026-05-21 11:23:42,1_1_0004,28,104,否,否,是,
2026-05-21 11:23:55,1_1_0002,28,104,否,否,是,
2026-05-21 11:24:08,1_1_0001,28,104,否,否,是,
2026-05-21 11:24:39,1_1_0010,28,104,否,否,是,
2026-05-21 11:24:41,1_1_0008,28,104,否,否,是,
2026-05-21 11:24:45,1_1_0005,28,104,否,否,是,
2026-05-21 11:24:49,1_1_0009,28,104,否,否,是,
2026-05-21 11:24:54,1_1_0007,28,104,否,否,是,
2026-05-21 11:25:03,1_1_0003,28,104,否,否,是,
2026-05-21 11:25:12,1_1_0006,28,104,否,否,是,
2026-05-21 11:25:24,1_1_0004,28,104,否,否,是,
2026-05-21 11:25:36,1_1_0002,28,104,否,否,是,
2026-05-21 11:25:45,1_1_0001,28,104,否,否,是,
2026-05-21 11:26:17,1_1_0010,28,104,否,否,是,
2026-05-21 11:26:18,1_1_0008,28,104,否,否,是,
2026-05-21 11:26:23,1_1_0005,28,104,否,否,是,
2026-05-21 11:26:29,1_1_0009,28,104,否,否,是,
2026-05-21 11:26:35,1_1_0007,28,104,否,否,是,
2026-05-21 11:26:44,1_1_0003,28,104,否,否,是,
2026-05-21 11:26:53,1_1_0006,28,104,否,否,是,
2026-05-21 11:27:05,1_1_0004,28,104,否,否,是,
2026-05-21 11:27:15,1_1_0002,28,104,否,否,是,
2026-05-21 11:27:29,1_1_0001,28,104,否,否,是,
2026-05-21 11:27:59,1_1_0010,28,104,否,否,是,
2026-05-21 11:28:00,1_1_0008,28,104,否,否,是,
2026-05-21 11:28:06,1_1_0005,28,104,否,否,是,
2026-05-21 11:28:09,1_1_0009,28,104,否,否,是,
2026-05-21 11:28:17,1_1_0007,28,104,否,否,是,
2026-05-21 11:28:23,1_1_0003,28,104,否,否,是,
2026-05-21 11:28:30,1_1_0006,28,104,否,否,是,
2026-05-21 11:28:38,1_1_0004,28,104,否,否,是,
2026-05-21 11:28:50,1_1_0002,28,104,否,否,是,
2026-05-21 11:29:01,1_1_0001,28,104,否,否,是,
2026-05-21 11:29:35,1_1_0010,28,104,否,否,是,
2026-05-21 11:29:35,1_1_0008,28,104,否,否,是,
2026-05-21 11:29:43,1_1_0005,28,104,否,否,是,
2026-05-21 11:29:47,1_1_0009,28,104,否,否,是,
2026-05-21 11:29:55,1_1_0007,28,104,否,否,是,
2026-05-21 11:30:04,1_1_0003,28,104,否,否,是,
2026-05-21 11:30:13,1_1_0006,28,104,否,否,是,
2026-05-21 11:30:25,1_1_0004,28,104,否,否,是,
2026-05-21 11:30:36,1_1_0002,28,104,否,否,是,
2026-05-21 11:30:46,1_1_0001,28,104,否,否,是,
2026-05-21 11:31:17,1_1_0010,28,104,否,否,是,
2026-05-21 11:31:18,1_1_0008,28,104,否,否,是,
2026-05-21 11:31:23,1_1_0005,28,104,否,否,是,
2026-05-21 11:31:29,1_1_0009,28,104,否,否,是,
2026-05-21 11:31:33,1_1_0007,28,104,否,否,是,
2026-05-21 11:31:42,1_1_0003,28,104,否,否,是,
2026-05-21 11:31:52,1_1_0006,28,104,否,否,是,
2026-05-21 11:32:05,1_1_0004,28,104,否,否,是,
2026-05-21 11:32:18,1_1_0002,28,104,否,否,是,
2026-05-21 11:32:29,1_1_0001,28,104,否,否,是,
2026-05-21 11:33:01,1_1_0010,28,104,否,否,是,
2026-05-21 11:33:02,1_1_0008,28,104,否,否,是,
2026-05-21 11:33:07,1_1_0005,28,104,否,否,是,
2026-05-21 11:33:14,1_1_0009,28,104,否,否,是,
2026-05-21 11:33:21,1_1_0007,28,104,否,否,是,
2026-05-21 11:33:32,1_1_0003,28,104,否,否,是,
2026-05-21 11:33:39,1_1_0006,28,104,否,否,是,
2026-05-21 11:33:49,1_1_0004,28,104,否,否,是,
2026-05-21 11:34:03,1_1_0002,28,104,否,否,是,
2026-05-21 11:34:19,1_1_0001,28,104,否,否,是,
2026-05-21 11:34:52,1_1_0010,28,104,否,否,是,
2026-05-21 11:34:53,1_1_0008,28,104,否,否,是,
2026-05-21 11:34:59,1_1_0005,28,104,否,否,是,
2026-05-21 11:35:03,1_1_0009,28,104,否,否,是,
2026-05-21 11:35:11,1_1_0007,28,104,否,否,是,
2026-05-21 11:35:21,1_1_0003,28,104,否,否,是,
2026-05-21 11:35:33,1_1_0006,28,104,否,否,是,
2026-05-21 11:35:45,1_1_0004,28,104,否,否,是,
2026-05-21 11:36:02,1_1_0002,28,104,否,否,是,
2026-05-21 11:36:13,1_1_0001,28,104,否,否,是,
2026-05-21 11:36:44,1_1_0010,28,104,否,否,是,
2026-05-21 11:36:45,1_1_0008,28,104,否,否,是,
2026-05-21 11:36:50,1_1_0005,28,104,否,否,是,
2026-05-21 11:36:54,1_1_0009,28,104,否,否,是,
2026-05-21 11:37:01,1_1_0007,28,104,否,否,是,
2026-05-21 11:37:21,1_1_0003,0,0,否,否,否,2
2026-05-21 11:37:29,1_1_0006,28,104,否,否,是,
2026-05-21 11:37:42,1_1_0004,28,104,否,否,是,
2026-05-21 11:37:52,1_1_0002,28,104,否,否,是,
2026-05-21 11:38:03,1_1_0001,28,104,否,否,是,
2026-05-21 11:38:36,1_1_0010,28,104,否,否,是,
2026-05-21 11:38:36,1_1_0008,28,104,否,否,是,
2026-05-21 11:38:41,1_1_0005,28,104,否,否,是,
2026-05-21 11:38:47,1_1_0009,28,104,否,否,是,
2026-05-21 11:38:53,1_1_0007,28,104,否,否,是,
2026-05-21 11:39:02,1_1_0003,28,104,否,否,是,
2026-05-21 11:39:10,1_1_0006,28,104,否,否,是,
2026-05-21 11:39:19,1_1_0004,28,104,否,否,是,
2026-05-21 11:39:30,1_1_0002,28,104,否,否,是,
2026-05-21 11:39:40,1_1_0001,28,104,否,否,是,
2026-05-21 11:40:12,1_1_0010,28,104,否,否,是,
2026-05-21 11:40:14,1_1_0008,28,104,否,否,是,
2026-05-21 11:40:19,1_1_0005,28,104,否,否,是,
2026-05-21 11:40:25,1_1_0009,28,104,否,否,是,
2026-05-21 11:40:33,1_1_0007,28,104,否,否,是,
2026-05-21 11:40:44,1_1_0003,28,104,否,否,是,
2026-05-21 11:40:53,1_1_0006,28,104,否,否,是,
2026-05-21 11:41:03,1_1_0004,28,104,否,否,是,
2026-05-21 11:41:22,1_1_0002,28,104,否,否,是,
2026-05-21 11:41:34,1_1_0001,28,104,否,否,是,
2026-05-21 11:42:07,1_1_0010,28,104,否,否,是,
2026-05-21 11:42:09,1_1_0008,28,104,否,否,是,
2026-05-21 11:42:14,1_1_0005,28,104,否,否,是,
2026-05-21 11:42:16,1_1_0009,28,104,否,否,是,
2026-05-21 11:42:24,1_1_0007,28,104,否,否,是,
2026-05-21 11:42:34,1_1_0003,28,104,否,否,是,
2026-05-21 11:42:47,1_1_0006,28,104,否,否,是,
2026-05-21 11:42:58,1_1_0004,28,104,否,否,是,
2026-05-21 11:43:12,1_1_0002,28,104,否,否,是,
2026-05-21 11:43:23,1_1_0001,28,104,否,否,是,
2026-05-21 11:43:54,1_1_0010,28,104,否,否,是,
2026-05-21 11:43:56,1_1_0008,28,104,否,否,是,
2026-05-21 11:44:01,1_1_0005,28,104,否,否,是,
2026-05-21 11:44:04,1_1_0009,28,104,否,否,是,
2026-05-21 11:44:11,1_1_0007,28,104,否,否,是,
2026-05-21 11:44:19,1_1_0003,28,104,否,否,是,
2026-05-21 11:44:29,1_1_0006,28,104,否,否,是,
2026-05-21 11:44:41,1_1_0004,28,104,否,否,是,
2026-05-21 11:44:56,1_1_0002,28,104,否,否,是,
2026-05-21 11:45:07,1_1_0001,28,104,否,否,是,
2026-05-21 11:45:39,1_1_0010,28,104,否,否,是,
2026-05-21 11:45:41,1_1_0008,28,104,否,否,是,
2026-05-21 11:45:47,1_1_0005,28,104,否,否,是,
2026-05-21 11:45:50,1_1_0009,28,104,否,否,是,
2026-05-21 11:45:57,1_1_0007,28,104,否,否,是,
2026-05-21 11:46:11,1_1_0003,28,104,否,否,是,
2026-05-21 11:46:21,1_1_0006,28,104,否,否,是,
2026-05-21 11:46:33,1_1_0004,28,104,否,否,是,
2026-05-21 11:46:47,1_1_0002,28,104,否,否,是,
2026-05-21 11:46:58,1_1_0001,28,104,否,否,是,
2026-05-21 11:47:30,1_1_0010,28,104,否,否,是,
2026-05-21 11:47:31,1_1_0008,28,104,否,否,是,
2026-05-21 11:47:36,1_1_0005,28,104,否,否,是,
2026-05-21 11:47:40,1_1_0009,28,104,否,否,是,
2026-05-21 11:47:47,1_1_0007,28,104,否,否,是,
2026-05-21 11:47:57,1_1_0003,28,104,否,否,是,
2026-05-21 11:48:10,1_1_0006,28,104,否,否,是,
2026-05-21 11:48:19,1_1_0004,28,104,否,否,是,
2026-05-21 11:48:34,1_1_0002,28,104,否,否,是,
2026-05-21 11:48:47,1_1_0001,28,104,否,否,是,
2026-05-21 11:49:19,1_1_0010,28,104,否,否,是,
2026-05-21 11:49:20,1_1_0008,28,104,否,否,是,
2026-05-21 11:49:26,1_1_0005,28,104,否,否,是,
2026-05-21 11:49:32,1_1_0009,28,104,否,否,是,
2026-05-21 11:49:38,1_1_0007,28,104,否,否,是,
2026-05-21 11:49:47,1_1_0003,28,104,否,否,是,
2026-05-21 11:49:58,1_1_0006,28,104,否,否,是,
2026-05-21 11:50:09,1_1_0004,28,104,否,否,是,
2026-05-21 11:50:20,1_1_0002,28,104,否,否,是,
2026-05-21 11:50:33,1_1_0001,28,104,否,否,是,
2026-05-21 11:51:05,1_1_0010,28,104,否,否,是,
2026-05-21 11:51:06,1_1_0008,28,104,否,否,是,
2026-05-21 11:51:13,1_1_0005,28,104,否,否,是,
2026-05-21 11:51:18,1_1_0009,28,104,否,否,是,
2026-05-21 11:51:24,1_1_0007,28,104,否,否,是,
2026-05-21 11:51:34,1_1_0003,28,104,否,否,是,
2026-05-21 11:51:44,1_1_0006,28,104,否,否,是,
2026-05-21 11:51:54,1_1_0004,28,104,否,否,是,
2026-05-21 11:52:06,1_1_0002,28,104,否,否,是,
2026-05-21 11:52:17,1_1_0001,28,104,否,否,是,
2026-05-21 11:52:48,1_1_0010,28,104,否,否,是,
2026-05-21 11:52:50,1_1_0008,28,104,否,否,是,
2026-05-21 11:52:56,1_1_0005,28,104,否,否,是,
2026-05-21 11:52:59,1_1_0009,28,104,否,否,是,
2026-05-21 11:53:07,1_1_0007,28,104,否,否,是,
2026-05-21 11:53:19,1_1_0003,28,104,否,否,是,
2026-05-21 11:53:30,1_1_0006,28,104,否,否,是,
2026-05-21 11:53:39,1_1_0004,28,104,否,否,是,
2026-05-21 11:53:48,1_1_0002,28,104,否,否,是,
2026-05-21 11:54:02,1_1_0001,28,104,否,否,是,
2026-05-21 11:54:34,1_1_0010,28,104,否,否,是,
2026-05-21 11:54:35,1_1_0008,28,104,否,否,是,
2026-05-21 11:54:39,1_1_0005,28,104,否,否,是,
2026-05-21 11:54:42,1_1_0009,28,104,否,否,是,
2026-05-21 11:54:48,1_1_0007,28,104,否,否,是,
2026-05-21 11:54:56,1_1_0003,28,104,否,否,是,
2026-05-21 11:55:06,1_1_0006,28,104,否,否,是,
2026-05-21 11:55:20,1_1_0004,28,104,否,否,是,
2026-05-21 11:55:32,1_1_0002,28,104,否,否,是,
2026-05-21 11:55:44,1_1_0001,28,104,否,否,是,
2026-05-21 11:56:16,1_1_0010,28,104,否,否,是,
2026-05-21 11:56:18,1_1_0008,28,104,否,否,是,
2026-05-21 11:56:23,1_1_0005,28,104,否,否,是,
2026-05-21 11:56:29,1_1_0009,28,104,否,否,是,
2026-05-21 11:56:37,1_1_0007,28,104,否,否,是,
2026-05-21 11:56:49,1_1_0003,28,104,否,否,是,
2026-05-21 11:56:58,1_1_0006,28,104,否,否,是,
2026-05-21 11:57:07,1_1_0004,28,104,否,否,是,
2026-05-21 11:57:17,1_1_0002,28,104,否,否,是,
2026-05-21 11:57:29,1_1_0001,28,104,否,否,是,
2026-05-21 11:58:01,1_1_0010,28,104,否,否,是,
2026-05-21 11:58:01,1_1_0008,28,104,否,否,是,
2026-05-21 11:58:05,1_1_0005,28,104,否,否,是,
2026-05-21 11:58:09,1_1_0009,28,104,否,否,是,
2026-05-21 11:58:14,1_1_0007,28,104,否,否,是,
2026-05-21 11:58:24,1_1_0003,28,104,否,否,是,
2026-05-21 11:58:36,1_1_0006,28,104,否,否,是,
2026-05-21 11:58:47,1_1_0004,28,104,否,否,是,
2026-05-21 11:58:59,1_1_0002,28,104,否,否,是,
2026-05-21 11:59:14,1_1_0001,28,104,否,否,是,
2026-05-21 11:59:45,1_1_0010,28,104,否,否,是,
2026-05-21 11:59:46,1_1_0008,28,104,否,否,是,
2026-05-21 11:59:52,1_1_0005,28,104,否,否,是,
2026-05-21 11:59:56,1_1_0009,28,104,否,否,是,
2026-05-21 12:00:03,1_1_0007,28,104,否,否,是,
2026-05-21 12:00:10,1_1_0003,28,104,否,否,是,
2026-05-21 12:00:19,1_1_0006,28,104,否,否,是,
2026-05-21 12:00:30,1_1_0004,28,104,否,否,是,
2026-05-21 12:00:41,1_1_0002,28,104,否,否,是,
2026-05-21 12:00:52,1_1_0001,28,104,否,否,是,
2026-05-21 12:01:23,1_1_0010,28,104,否,否,是,
2026-05-21 12:01:24,1_1_0008,28,104,否,否,是,
2026-05-21 12:01:29,1_1_0005,28,104,否,否,是,
2026-05-21 12:01:33,1_1_0009,28,104,否,否,是,
2026-05-21 12:01:40,1_1_0007,28,104,否,否,是,
2026-05-21 12:01:48,1_1_0003,28,104,否,否,是,
2026-05-21 12:01:59,1_1_0006,28,104,否,否,是,
2026-05-21 12:02:08,1_1_0004,28,104,否,否,是,
2026-05-21 12:02:23,1_1_0002,28,104,否,否,是,
2026-05-21 12:02:35,1_1_0001,28,104,否,否,是,
2026-05-21 12:03:07,1_1_0010,28,104,否,否,是,
2026-05-21 12:03:09,1_1_0008,28,104,否,否,是,
2026-05-21 12:03:15,1_1_0005,28,104,否,否,是,
2026-05-21 12:03:18,1_1_0009,28,104,否,否,是,
2026-05-21 12:03:24,1_1_0007,28,104,否,否,是,
2026-05-21 12:03:33,1_1_0003,28,104,否,否,是,
2026-05-21 12:03:42,1_1_0006,28,104,否,否,是,
2026-05-21 12:03:53,1_1_0004,28,104,否,否,是,
2026-05-21 12:04:06,1_1_0002,28,104,否,否,是,
2026-05-21 12:04:16,1_1_0001,28,104,否,否,是,
2026-05-21 12:04:47,1_1_0010,28,104,否,否,是,
2026-05-21 12:04:49,1_1_0008,28,104,否,否,是,
2026-05-21 12:04:55,1_1_0005,28,104,否,否,是,
2026-05-21 12:04:59,1_1_0009,28,104,否,否,是,
2026-05-21 12:05:09,1_1_0007,28,104,否,否,是,
2026-05-21 12:05:17,1_1_0003,28,104,否,否,是,
2026-05-21 12:05:25,1_1_0006,28,104,否,否,是,
2026-05-21 12:05:40,1_1_0004,28,104,否,否,是,
2026-05-21 12:05:55,1_1_0002,28,104,否,否,是,
2026-05-21 12:06:08,1_1_0001,28,104,否,否,是,
2026-05-21 12:06:40,1_1_0010,28,104,否,否,是,
2026-05-21 12:06:41,1_1_0008,28,104,否,否,是,
2026-05-21 12:06:48,1_1_0005,28,104,否,否,是,
2026-05-21 12:06:51,1_1_0009,28,104,否,否,是,
2026-05-21 12:07:01,1_1_0007,28,104,否,否,是,
2026-05-21 12:07:08,1_1_0003,28,104,否,否,是,
2026-05-21 12:07:18,1_1_0006,28,104,否,否,是,
2026-05-21 12:07:27,1_1_0004,28,104,否,否,是,
2026-05-21 12:07:38,1_1_0002,28,104,否,否,是,
2026-05-21 12:07:47,1_1_0001,28,104,否,否,是,
2026-05-21 12:08:19,1_1_0010,28,104,否,否,是,
2026-05-21 12:08:20,1_1_0008,28,104,否,否,是,
2026-05-21 12:08:25,1_1_0005,28,104,否,否,是,
2026-05-21 12:08:30,1_1_0009,28,104,否,否,是,
2026-05-21 12:08:36,1_1_0007,28,104,否,否,是,
2026-05-21 12:08:43,1_1_0003,28,104,否,否,是,
2026-05-21 12:08:54,1_1_0006,28,104,否,否,是,
2026-05-21 12:09:04,1_1_0004,28,104,否,否,是,
2026-05-21 12:09:18,1_1_0002,28,104,否,否,是,
2026-05-21 12:09:34,1_1_0001,28,104,否,否,是,
2026-05-21 12:10:05,1_1_0010,28,104,否,否,是,
2026-05-21 12:10:06,1_1_0008,28,104,否,否,是,
2026-05-21 12:10:11,1_1_0005,28,104,否,否,是,
2026-05-21 12:10:15,1_1_0009,28,104,否,否,是,
2026-05-21 12:10:25,1_1_0007,28,104,否,否,是,
2026-05-21 12:10:32,1_1_0003,28,104,否,否,是,
2026-05-21 12:10:43,1_1_0006,28,104,否,否,是,
2026-05-21 12:10:54,1_1_0004,28,104,否,否,是,
2026-05-21 12:11:10,1_1_0002,28,104,否,否,是,
2026-05-21 12:11:22,1_1_0001,28,104,否,否,是,
2026-05-21 12:11:54,1_1_0010,28,104,否,否,是,
2026-05-21 12:11:56,1_1_0008,28,104,否,否,是,
2026-05-21 12:12:01,1_1_0005,28,104,否,否,是,
2026-05-21 12:12:05,1_1_0009,28,104,否,否,是,
2026-05-21 12:12:09,1_1_0007,28,104,否,否,是,
2026-05-21 12:12:21,1_1_0003,28,104,否,否,是,
2026-05-21 12:12:31,1_1_0006,28,104,否,否,是,
2026-05-21 12:12:40,1_1_0004,28,104,否,否,是,
2026-05-21 12:12:57,1_1_0002,28,104,否,否,是,
2026-05-21 12:13:11,1_1_0001,28,104,否,否,是,
2026-05-21 12:13:44,1_1_0010,28,104,否,否,是,
2026-05-21 12:13:44,1_1_0008,28,104,否,否,是,
2026-05-21 12:13:50,1_1_0005,28,104,否,否,是,
2026-05-21 12:13:53,1_1_0009,28,104,否,否,是,
2026-05-21 12:14:01,1_1_0007,28,104,否,否,是,
2026-05-21 12:14:09,1_1_0003,28,104,否,否,是,
2026-05-21 12:14:20,1_1_0006,28,104,否,否,是,
2026-05-21 12:14:29,1_1_0004,28,104,否,否,是,
2026-05-21 12:14:42,1_1_0002,28,104,否,否,是,
2026-05-21 12:14:55,1_1_0001,28,104,否,否,是,
2026-05-21 12:15:26,1_1_0010,28,104,否,否,是,
2026-05-21 12:15:26,1_1_0008,28,104,否,否,是,
2026-05-21 12:15:32,1_1_0005,28,104,否,否,是,
2026-05-21 12:15:37,1_1_0009,28,104,否,否,是,
2026-05-21 12:15:43,1_1_0007,28,104,否,否,是,
2026-05-21 12:15:51,1_1_0003,28,104,否,否,是,
2026-05-21 12:16:02,1_1_0006,28,104,否,否,是,
2026-05-21 12:16:12,1_1_0004,28,104,否,否,是,
2026-05-21 12:16:25,1_1_0002,28,104,否,否,是,
2026-05-21 12:16:39,1_1_0001,28,104,否,否,是,
2026-05-21 12:17:10,1_1_0010,28,104,否,否,是,
2026-05-21 12:17:11,1_1_0008,28,104,否,否,是,
2026-05-21 12:17:15,1_1_0005,28,104,否,否,是,
2026-05-21 12:17:20,1_1_0009,28,104,否,否,是,
2026-05-21 12:17:27,1_1_0007,28,104,否,否,是,
2026-05-21 12:17:35,1_1_0003,28,104,否,否,是,
2026-05-21 12:17:46,1_1_0006,28,104,否,否,是,
2026-05-21 12:17:55,1_1_0004,28,104,否,否,是,
2026-05-21 12:18:08,1_1_0002,28,104,否,否,是,
2026-05-21 12:18:25,1_1_0001,28,104,否,否,是,
2026-05-21 12:18:56,1_1_0010,28,104,否,否,是,
2026-05-21 12:18:57,1_1_0008,28,104,否,否,是,
2026-05-21 12:19:04,1_1_0005,28,104,否,否,是,
2026-05-21 12:19:07,1_1_0009,28,104,否,否,是,
2026-05-21 12:19:13,1_1_0007,28,104,否,否,是,
2026-05-21 12:19:20,1_1_0003,28,104,否,否,是,
2026-05-21 12:19:30,1_1_0006,28,104,否,否,是,
2026-05-21 12:19:40,1_1_0004,28,104,否,否,是,
2026-05-21 12:19:51,1_1_0002,28,104,否,否,是,
2026-05-21 12:20:06,1_1_0001,28,104,否,否,是,
2026-05-21 12:20:39,1_1_0010,28,104,否,否,是,
2026-05-21 12:20:40,1_1_0008,28,104,否,否,是,
2026-05-21 12:20:44,1_1_0005,28,104,否,否,是,
2026-05-21 12:20:47,1_1_0009,28,104,否,否,是,
2026-05-21 12:20:52,1_1_0007,28,104,否,否,是,
2026-05-21 12:21:00,1_1_0003,28,104,否,否,是,
2026-05-21 12:21:10,1_1_0006,28,104,否,否,是,
2026-05-21 12:21:20,1_1_0004,28,104,否,否,是,
2026-05-21 12:21:36,1_1_0002,28,104,否,否,是,
2026-05-21 12:21:49,1_1_0001,28,104,否,否,是,
2026-05-21 12:22:20,1_1_0010,28,104,否,否,是,
2026-05-21 12:22:22,1_1_0008,28,104,否,否,是,
2026-05-21 12:22:29,1_1_0005,28,104,否,否,是,
2026-05-21 12:22:34,1_1_0009,28,104,否,否,是,
2026-05-21 12:22:44,1_1_0007,28,104,否,否,是,
2026-05-21 12:22:52,1_1_0003,28,104,否,否,是,
2026-05-21 12:23:00,1_1_0006,28,104,否,否,是,
2026-05-21 12:23:11,1_1_0004,28,104,否,否,是,
2026-05-21 12:23:20,1_1_0002,28,104,否,否,是,
2026-05-21 12:23:28,1_1_0001,28,104,否,否,是,
2026-05-21 12:23:59,1_1_0010,28,104,否,否,是,
2026-05-21 12:24:00,1_1_0008,28,104,否,否,是,
2026-05-21 12:24:06,1_1_0005,28,104,否,否,是,
2026-05-21 12:24:10,1_1_0009,28,104,否,否,是,
2026-05-21 12:24:15,1_1_0007,28,104,否,否,是,
2026-05-21 12:24:23,1_1_0003,28,104,否,否,是,
2026-05-21 12:24:32,1_1_0006,28,104,否,否,是,
2026-05-21 12:24:47,1_1_0004,28,104,否,否,是,
2026-05-21 12:25:00,1_1_0002,28,104,否,否,是,
2026-05-21 12:25:12,1_1_0001,28,104,否,否,是,
2026-05-21 12:25:44,1_1_0010,28,104,否,否,是,
2026-05-21 12:25:45,1_1_0008,28,104,否,否,是,
2026-05-21 12:25:50,1_1_0005,28,104,否,否,是,
2026-05-21 12:25:55,1_1_0009,28,104,否,否,是,
2026-05-21 12:26:02,1_1_0007,28,104,否,否,是,
2026-05-21 12:26:14,1_1_0003,28,104,否,否,是,
2026-05-21 12:26:25,1_1_0006,28,104,否,否,是,
2026-05-21 12:26:38,1_1_0004,28,104,否,否,是,
2026-05-21 12:26:49,1_1_0002,28,104,否,否,是,
2026-05-21 12:27:03,1_1_0001,28,104,否,否,是,
2026-05-21 12:27:35,1_1_0010,28,104,否,否,是,
2026-05-21 12:27:36,1_1_0008,28,104,否,否,是,
2026-05-21 12:27:41,1_1_0005,28,104,否,否,是,
2026-05-21 12:27:47,1_1_0009,28,104,否,否,是,
2026-05-21 12:27:55,1_1_0007,28,104,否,否,是,
2026-05-21 12:28:03,1_1_0003,28,104,否,否,是,
2026-05-21 12:28:13,1_1_0006,28,104,否,否,是,
2026-05-21 12:28:25,1_1_0004,28,104,否,否,是,
2026-05-21 12:28:36,1_1_0002,28,104,否,否,是,
2026-05-21 12:28:49,1_1_0001,28,104,否,否,是,
2026-05-21 12:29:21,1_1_0010,28,104,否,否,是,
2026-05-21 12:29:22,1_1_0008,28,104,否,否,是,
2026-05-21 12:29:28,1_1_0005,28,104,否,否,是,
2026-05-21 12:29:31,1_1_0009,28,104,否,否,是,
2026-05-21 12:29:39,1_1_0007,28,104,否,否,是,
2026-05-21 12:29:50,1_1_0003,28,104,否,否,是,
2026-05-21 12:29:55,1_1_0006,28,104,否,否,是,
2026-05-21 12:30:04,1_1_0004,28,104,否,否,是,
2026-05-21 12:30:14,1_1_0002,28,104,否,否,是,
2026-05-21 12:30:27,1_1_0001,28,104,否,否,是,
2026-05-21 12:30:59,1_1_0010,28,104,否,否,是,
2026-05-21 12:31:00,1_1_0008,28,104,否,否,是,
2026-05-21 12:31:08,1_1_0005,28,104,否,否,是,
2026-05-21 12:31:12,1_1_0009,28,104,否,否,是,
2026-05-21 12:31:18,1_1_0007,28,104,否,否,是,
2026-05-21 12:31:24,1_1_0003,28,104,否,否,是,
2026-05-21 12:31:35,1_1_0006,28,104,否,否,是,
2026-05-21 12:31:44,1_1_0004,28,104,否,否,是,
2026-05-21 12:31:59,1_1_0002,28,104,否,否,是,
